id,category,pegi,commentCount,commentScore,appSizeMB,downloads,ranking,FirstRGB,FirstHEX,FirstHSL,SecondRGB,SecondHEX,SecondHSL
643,Arcade,7,19218,4.3,94.0,1000000,60,"(24, 61, 56)",#183d38,"(171, 44%, 17%)","(194, 183, 123)",#c2b77b,"(50, 37%, 62%)"
644,Arcade,7,19218,4.3,94.0,1000000,60,"(204, 167, 57)",#cca739,"(44, 59%, 51%)","(17, 14, 9)",#110e09,"(37, 31%, 5%)"
645,Arcade,3,48,4.5,8.0,100,61,"(70, 139, 173)",#468bad,"(199, 42%, 48%)","(199, 121, 107)",#c7796b,"(9, 45%, 60%)"
646,Arcade,3,48,4.5,8.0,100,61,"(69, 139, 173)",#458bad,"(199, 43%, 47%)","(195, 119, 101)",#c37765,"(11, 44%, 57%)"
647,Arcade,3,50,4.9,19.0,1000,62,"(48, 52, 86)",#303456,"(233, 28%, 26%)","(206, 210, 204)",#ced2cc,"(100, 6%, 81%)"
648,Arcade,3,50,4.9,19.0,1000,62,"(56, 55, 108)",#38376c,"(241, 33%, 32%)","(202, 201, 205)",#cac9cd,"(254, 4%, 80%)"
649,Arcade,7,4895127,4.5,132.0,100000000,63,"(62, 81, 99)",#3e5163,"(209, 23%, 32%)","(204, 191, 150)",#ccbf96,"(45, 35%, 69%)"
650,Arcade,7,4895127,4.5,132.0,100000000,63,"(86, 49, 35)",#563123,"(16, 42%, 24%)","(224, 136, 56)",#e08838,"(28, 73%, 55%)"
651,Arcade,3,121236,4.1,30.0,50000000,65,"(42, 31, 109)",#2a1f6d,"(248, 56%, 27%)","(193, 52, 207)",#c134cf,"(294, 62%, 51%)"
652,Arcade,3,121236,4.1,30.0,50000000,65,"(39, 54, 93)",#27365d,"(223, 41%, 26%)","(205, 109, 166)",#cd6da6,"(324, 49%, 62%)"
653,Arcade,7,62743,4.4,-1.0,1000000,66,"(47, 26, 82)",#2f1a52,"(262, 52%, 21%)","(215, 100, 187)",#d764bb,"(314, 59%, 62%)"
654,Arcade,7,62743,4.4,-1.0,1000000,66,"(11, 29, 64)",#0b1d40,"(219, 71%, 15%)","(185, 131, 154)",#b9839a,"(334, 28%, 62%)"
655,Arcade,3,138883,4.4,57.0,10000000,68,"(75, 79, 111)",#4b4f6f,"(233, 19%, 36%)","(213, 107, 166)",#d56ba6,"(326, 56%, 63%)"
656,Arcade,3,138883,4.4,57.0,10000000,68,"(171, 87, 114)",#ab5772,"(340, 33%, 51%)","(23, 107, 151)",#176b97,"(200, 74%, 34%)"
657,Arcade,3,46520,4.7,11.0,1000000,69,"(42, 69, 74)",#2a454a,"(189, 28%, 23%)","(190, 169, 170)",#bea9aa,"(357, 14%, 70%)"
658,Arcade,3,46520,4.7,11.0,1000000,69,"(42, 57, 37)",#2a3925,"(104, 21%, 18%)","(180, 156, 119)",#b49c77,"(36, 28%, 59%)"
659,Arcade,18,40584,4.5,46.0,1000000,70,"(148, 87, 71)",#945747,"(12, 35%, 43%)","(18, 14, 43)",#120e2b,"(248, 51%, 11%)"
660,Arcade,18,40584,4.5,46.0,1000000,70,"(101, 54, 61)",#65363d,"(351, 30%, 30%)","(224, 193, 156)",#e0c19c,"(32, 52%, 75%)"
661,Arcade,3,830,4.6,51.0,50000,71,"(26, 26, 69)",#1a1a45,"(240, 45%, 19%)","(206, 181, 136)",#ceb588,"(38, 42%, 67%)"
662,Arcade,3,830,4.6,51.0,50000,71,"(36, 40, 60)",#24283c,"(230, 25%, 19%)","(214, 131, 140)",#d6838c,"(353, 50%, 68%)"
663,Arcade,3,1324,4.4,21.0,100000,72,"(23, 35, 61)",#17233d,"(221, 45%, 16%)","(221, 184, 79)",#ddb84f,"(44, 68%, 59%)"
664,Arcade,3,1324,4.4,21.0,100000,72,"(23, 32, 63)",#17203f,"(226, 47%, 17%)","(194, 141, 151)",#c28d97,"(348, 30%, 66%)"
665,Arcade,3,92412,4.3,39.0,10000000,73,"(40, 48, 55)",#283037,"(208, 16%, 19%)","(195, 179, 152)",#c3b398,"(37, 26%, 68%)"
666,Arcade,3,92412,4.3,39.0,10000000,73,"(234, 228, 219)",#eae4db,"(36, 26%, 89%)","(91, 88, 80)",#5b5850,"(43, 6%, 34%)"
667,Arcade,3,826,4.5,73.0,50000,74,"(25, 53, 78)",#19354e,"(208, 51%, 20%)","(212, 137, 102)",#d48966,"(19, 56%, 62%)"
668,Arcade,3,826,4.5,73.0,50000,74,"(14, 45, 82)",#0e2d52,"(212, 71%, 19%)","(199, 146, 183)",#c792b7,"(318, 32%, 68%)"
669,Arcade,3,86919,4.2,72.0,5000000,75,"(58, 68, 136)",#3a4488,"(232, 40%, 38%)","(214, 217, 212)",#d6d9d4,"(96, 6%, 84%)"
670,Arcade,3,86919,4.2,72.0,5000000,75,"(98, 50, 139)",#62328b,"(272, 47%, 37%)","(217, 166, 219)",#d9a6db,"(297, 42%, 75%)"
671,Arcade,7,1229,4.8,91.0,100000,76,"(53, 92, 52)",#355c34,"(118, 28%, 28%)","(206, 189, 120)",#cebd78,"(48, 47%, 64%)"
672,Arcade,7,1229,4.8,91.0,100000,76,"(95, 100, 115)",#5f6473,"(224, 10%, 41%)","(224, 207, 154)",#e0cf9a,"(45, 53%, 74%)"
673,Arcade,12,11423,3.7,91.0,500000,77,"(87, 63, 52)",#573f34,"(18, 25%, 27%)","(212, 159, 101)",#d49f65,"(31, 56%, 61%)"
674,Arcade,12,11423,3.7,91.0,500000,77,"(75, 69, 51)",#4b4533,"(44, 19%, 25%)","(217, 171, 103)",#d9ab67,"(35, 60%, 63%)"
675,Arcade,12,960994,4.5,-1.0,10000000,78,"(209, 164, 118)",#d1a476,"(30, 50%, 64%)","(34, 75, 127)",#224b7f,"(213, 57%, 32%)"
676,Arcade,12,960994,4.5,-1.0,10000000,78,"(59, 72, 95)",#3b485f,"(218, 23%, 30%)","(206, 204, 198)",#ceccc6,"(45, 8%, 79%)"
677,Arcade,7,197138,4.4,-1.0,5000000,79,"(65, 94, 67)",#415e43,"(124, 18%, 31%)","(216, 184, 113)",#d8b871,"(41, 56%, 65%)"
678,Arcade,7,197138,4.4,-1.0,5000000,79,"(40, 61, 118)",#283d76,"(223, 49%, 31%)","(205, 170, 151)",#cdaa97,"(21, 35%, 70%)"
679,Arcade,7,62734,4.5,84.0,1000000,80,"(214, 184, 176)",#d6b8b0,"(12, 32%, 76%)","(33, 60, 73)",#213c49,"(199, 38%, 21%)"
680,Arcade,7,62734,4.5,84.0,1000000,80,"(179, 183, 228)",#b3b7e4,"(235, 48%, 80%)","(36, 58, 92)",#243a5c,"(216, 44%, 25%)"
681,Arcade,7,60512,4.3,56.0,1000000,82,"(177, 150, 112)",#b19670,"(35, 28%, 56%)","(54, 48, 36)",#363024,"(39, 20%, 18%)"
682,Arcade,7,60512,4.3,56.0,1000000,82,"(146, 156, 169)",#929ca9,"(213, 12%, 62%)","(43, 51, 62)",#2b333e,"(214, 18%, 21%)"
683,Arcade,3,995,3.0,71.0,100000,83,"(213, 220, 210)",#d5dcd2,"(101, 13%, 84%)","(76, 57, 53)",#4c3935,"(10, 18%, 25%)"
684,Arcade,3,995,3.0,71.0,100000,83,"(180, 112, 48)",#b47030,"(29, 57%, 45%)","(243, 218, 143)",#f3da8f,"(44, 81%, 76%)"
685,Arcade,3,6727,4.7,-1.0,100000,84,"(15, 13, 10)",#0f0d0a,"(36, 20%, 5%)","(213, 150, 48)",#d59630,"(37, 66%, 51%)"
686,Arcade,3,6727,4.7,-1.0,100000,84,"(13, 12, 10)",#0d0c0a,"(39, 13%, 5%)","(211, 150, 48)",#d39630,"(37, 65%, 51%)"
687,Arcade,3,512683,4.6,83.0,10000000,85,"(171, 194, 123)",#abc27b,"(79, 37%, 62%)","(115, 60, 46)",#733c2e,"(12, 43%, 32%)"
688,Arcade,3,512683,4.6,83.0,10000000,85,"(185, 176, 131)",#b9b083,"(50, 28%, 62%)","(24, 120, 92)",#18785c,"(162, 67%, 28%)"
689,Arcade,3,307745,4.2,64.0,10000000,86,"(95, 151, 115)",#5f9773,"(141, 23%, 48%)","(233, 149, 98)",#e99562,"(22, 75%, 65%)"
690,Arcade,3,307745,4.2,64.0,10000000,86,"(48, 98, 107)",#30626b,"(189, 38%, 30%)","(209, 143, 148)",#d18f94,"(355, 42%, 69%)"
691,Arcade,3,13770,4.7,122.0,1000000,87,"(24, 15, 34)",#180f22,"(268, 39%, 10%)","(212, 178, 154)",#d4b29a,"(24, 40%, 72%)"
692,Arcade,3,13770,4.7,122.0,1000000,87,"(16, 10, 17)",#100a11,"(291, 26%, 5%)","(198, 136, 124)",#c6887c,"(9, 39%, 63%)"
693,Arcade,3,3136,4.6,72.0,100000,88,"(164, 88, 107)",#a4586b,"(345, 30%, 49%)","(32, 90, 81)",#205a51,"(170, 48%, 24%)"
694,Arcade,3,3136,4.6,72.0,100000,88,"(187, 172, 143)",#bbac8f,"(39, 24%, 65%)","(39, 90, 84)",#275a54,"(172, 40%, 25%)"
695,Arcade,3,34258,4.3,32.0,1000000,89,"(60, 58, 58)",#3c3a3a,"(0, 2%, 23%)","(189, 166, 153)",#bda699,"(21, 21%, 67%)"
696,Arcade,3,34258,4.3,32.0,1000000,89,"(64, 61, 62)",#403d3e,"(340, 2%, 25%)","(197, 189, 172)",#c5bdac,"(40, 18%, 72%)"
697,Arcade,12,218547,4.3,49.0,10000000,90,"(67, 179, 115)",#43b373,"(145, 46%, 48%)","(9, 11, 9)",#090b09,"(120, 10%, 4%)"
698,Arcade,12,218547,4.3,49.0,10000000,90,"(68, 179, 115)",#44b373,"(145, 45%, 48%)","(10, 12, 9)",#0a0c09,"(100, 14%, 4%)"
699,Arcade,3,399851,4.2,92.0,50000000,91,"(73, 187, 245)",#49bbf5,"(200, 90%, 62%)","(229, 235, 233)",#e5ebe9,"(159, 13%, 91%)"
700,Arcade,3,399851,4.2,92.0,50000000,91,"(243, 154, 106)",#f39a6a,"(21, 85%, 68%)","(181, 36, 64)",#b52440,"(348, 67%, 43%)"
701,Arcade,16,1445876,4.3,47.0,10000000,92,"(77, 66, 46)",#4d422e,"(38, 25%, 24%)","(228, 195, 139)",#e4c38b,"(37, 62%, 72%)"
702,Arcade,16,1445876,4.3,47.0,10000000,92,"(142, 98, 81)",#8e6251,"(16, 27%, 44%)","(45, 30, 27)",#2d1e1b,"(10, 25%, 14%)"
703,Arcade,3,27,4.8,5.0,100,93,"(48, 81, 124)",#30517c,"(213, 44%, 34%)","(131, 204, 216)",#83ccd8,"(188, 52%, 68%)"
704,Arcade,3,27,4.8,5.0,100,93,"(48, 81, 123)",#30517b,"(213, 44%, 34%)","(129, 204, 214)",#81ccd6,"(187, 51%, 67%)"
705,Arcade,3,37376,4.3,32.0,1000000,94,"(189, 168, 169)",#bda8a9,"(357, 14%, 70%)","(61, 141, 193)",#3d8dc1,"(203, 52%, 50%)"
706,Arcade,3,37376,4.3,32.0,1000000,94,"(83, 157, 217)",#539dd9,"(206, 64%, 59%)","(232, 161, 108)",#e8a16c,"(25, 73%, 67%)"
707,Arcade,7,9773,4.7,68.0,1000000,95,"(34, 31, 55)",#221f37,"(247, 28%, 17%)","(195, 140, 66)",#c38c42,"(34, 52%, 51%)"
708,Arcade,7,9773,4.7,68.0,1000000,95,"(30, 31, 91)",#1e1f5b,"(239, 50%, 24%)","(202, 118, 156)",#ca769c,"(332, 44%, 63%)"
709,Arcade,3,2205108,4.4,53.0,100000000,96,"(71, 57, 38)",#473926,"(34, 30%, 21%)","(226, 97, 82)",#e26152,"(6, 71%, 60%)"
710,Arcade,3,2205108,4.4,53.0,100000000,96,"(154, 214, 187)",#9ad6bb,"(153, 42%, 72%)","(121, 76, 31)",#794c1f,"(29, 59%, 30%)"
711,Arcade,3,639503,4.2,63.0,100000000,97,"(68, 81, 57)",#445139,"(92, 17%, 27%)","(222, 167, 113)",#dea771,"(29, 62%, 66%)"
712,Arcade,3,639503,4.2,63.0,100000000,97,"(162, 98, 61)",#a2623d,"(21, 45%, 44%)","(32, 23, 32)",#201720,"(300, 16%, 11%)"
713,Arcade,3,39,4.2,28.0,1000,98,"(147, 233, 232)",#93e9e8,"(179, 66%, 75%)","(37, 94, 43)",#255e2b,"(126, 44%, 26%)"
714,Arcade,3,39,4.2,28.0,1000,98,"(148, 231, 230)",#94e7e6,"(179, 63%, 74%)","(36, 76, 45)",#244c2d,"(133, 36%, 22%)"
715,Arcade,18,93128,4.7,63.0,1000000,99,"(56, 51, 49)",#383331,"(17, 7%, 21%)","(209, 195, 145)",#d1c391,"(46, 41%, 69%)"
716,Arcade,18,93128,4.7,63.0,1000000,99,"(180, 164, 135)",#b4a487,"(38, 23%, 62%)","(32, 25, 27)",#20191b,"(342, 12%, 11%)"
717,Music,16,136925,3.9,97.0,5000000,2,"(72, 67, 100)",#484364,"(249, 20%, 33%)","(215, 188, 172)",#d7bcac,"(22, 35%, 76%)"
718,Music,16,136925,3.9,97.0,5000000,2,"(71, 63, 91)",#473f5b,"(257, 18%, 30%)","(213, 163, 147)",#d5a393,"(14, 44%, 71%)"
719,Music,3,2064759,4.1,-1.0,100000000,3,"(174, 29, 89)",#ae1d59,"(335, 71%, 40%)","(50, 28, 123)",#321c7b,"(253, 63%, 30%)"
720,Music,3,2064759,4.1,-1.0,100000000,3,"(162, 88, 214)",#a258d6,"(275, 61%, 59%)","(47, 76, 218)",#2f4cda,"(229, 70%, 52%)"
721,Music,3,19099,4.9,116.0,100000,4,"(44, 34, 22)",#2c2216,"(32, 33%, 13%)","(192, 130, 69)",#c08245,"(29, 49%, 51%)"
722,Music,3,19099,4.9,116.0,100000,4,"(46, 54, 52)",#2e3634,"(165, 8%, 20%)","(238, 238, 235)",#eeeeeb,"(240, 8%, 93%)"
723,Music,3,93535,4.6,60.0,1000000,5,"(176, 155, 163)",#b09ba3,"(337, 12%, 65%)","(25, 36, 59)",#19243b,"(220, 40%, 16%)"
724,Music,3,93535,4.6,60.0,1000000,5,"(219, 182, 176)",#dbb6b0,"(8, 37%, 77%)","(64, 64, 86)",#404056,"(240, 15%, 28%)"
725,Music,3,165762,4.3,116.0,1000000,6,"(210, 205, 201)",#d2cdc9,"(26, 9%, 81%)","(48, 153, 204)",#3099cc,"(199, 62%, 49%)"
726,Music,3,165762,4.3,116.0,1000000,6,"(183, 144, 144)",#b79090,"(0, 21%, 64%)","(38, 68, 98)",#264462,"(210, 44%, 27%)"
727,Music,3,194257,4.2,74.0,5000000,7,"(63, 72, 93)",#3f485d,"(221, 19%, 31%)","(197, 200, 218)",#c5c8da,"(231, 22%, 81%)"
728,Music,3,194257,4.2,74.0,5000000,7,"(180, 96, 132)",#b46084,"(334, 36%, 54%)","(45, 21, 60)",#2d153c,"(276, 48%, 16%)"
729,Music,3,71642,4.8,532.0,1000000,8,"(187, 185, 200)",#bbb9c8,"(247, 12%, 75%)","(46, 57, 90)",#2e395a,"(224, 32%, 27%)"
730,Music,3,71642,4.8,532.0,1000000,8,"(54, 46, 67)",#362e43,"(262, 19%, 22%)","(216, 205, 218)",#d8cdda,"(290, 15%, 83%)"
731,Music,3,78947,3.9,94.0,10000000,9,"(48, 21, 97)",#301561,"(261, 64%, 23%)","(232, 192, 171)",#e8c0ab,"(20, 56%, 79%)"
732,Music,3,78947,3.9,94.0,10000000,9,"(43, 31, 105)",#2b1f69,"(249, 54%, 27%)","(224, 176, 241)",#e0b0f1,"(284, 70%, 82%)"
733,Music,3,1066541,3.9,75.0,10000000,10,"(125, 67, 148)",#7d4394,"(282, 38%, 42%)","(246, 242, 232)",#f6f2e8,"(42, 44%, 94%)"
734,Music,3,1066541,3.9,75.0,10000000,10,"(233, 223, 224)",#e9dfe0,"(354, 19%, 89%)","(227, 67, 92)",#e3435c,"(350, 74%, 57%)"
735,Music,3,2026737,4.3,79.0,100000000,11,"(113, 30, 50)",#711e32,"(345, 57%, 28%)","(244, 195, 157)",#f4c39d,"(26, 80%, 79%)"
736,Music,3,2026737,4.3,79.0,100000000,11,"(9, 64, 139)",#09408b,"(214, 88%, 28%)","(196, 196, 241)",#c4c4f1,"(240, 62%, 86%)"
737,Music,3,1255846,4.1,84.0,100000000,12,"(62, 90, 90)",#3e5a5a,"(180, 18%, 30%)","(205, 186, 173)",#cdbaad,"(24, 24%, 74%)"
738,Music,3,1255846,4.1,84.0,100000000,12,"(61, 94, 95)",#3d5e5f,"(181, 22%, 31%)","(218, 204, 193)",#daccc1,"(26, 25%, 81%)"
739,Music,3,16674,4.5,72.0,100000,13,"(51, 52, 55)",#333437,"(225, 4%, 21%)","(211, 192, 185)",#d3c0b9,"(16, 23%, 78%)"
740,Music,3,16674,4.5,72.0,100000,13,"(213, 196, 185)",#d5c4b9,"(23, 25%, 78%)","(77, 98, 100)",#4d6264,"(185, 13%, 35%)"
741,Music,3,106515,4.6,73.0,1000000,14,"(61, 31, 33)",#3d1f21,"(356, 33%, 18%)","(213, 182, 183)",#d5b6b7,"(358, 27%, 77%)"
742,Music,3,106515,4.6,73.0,1000000,14,"(47, 46, 48)",#2f2e30,"(270, 2%, 18%)","(208, 196, 196)",#d0c4c4,"(0, 11%, 79%)"
743,Music,3,1533,4.0,63.0,10000,15,"(59, 63, 64)",#3b3f40,"(191, 4%, 24%)","(223, 211, 190)",#dfd3be,"(38, 34%, 81%)"
744,Music,3,1533,4.0,63.0,10000,15,"(65, 59, 51)",#413b33,"(34, 12%, 23%)","(204, 148, 144)",#cc9490,"(3, 37%, 68%)"
745,Music,3,81081,4.4,75.0,1000000,16,"(198, 201, 219)",#c6c9db,"(231, 23%, 82%)","(43, 46, 68)",#2b2e44,"(232, 23%, 22%)"
746,Music,3,81081,4.4,75.0,1000000,16,"(85, 137, 210)",#5589d2,"(215, 57%, 57%)","(221, 202, 211)",#ddcad3,"(331, 22%, 83%)"
747,Music,12,275053,4.2,102.0,10000000,17,"(14, 14, 67)",#0e0e43,"(240, 65%, 16%)","(104, 207, 241)",#68cff1,"(194, 83%, 68%)"
748,Music,12,275053,4.2,102.0,10000000,17,"(19, 25, 83)",#131953,"(234, 63%, 20%)","(86, 193, 248)",#56c1f8,"(200, 92%, 65%)"
749,Music,3,30523,4.0,88.0,10000000,18,"(61, 59, 156)",#3d3b9c,"(241, 45%, 42%)","(229, 124, 206)",#e57cce,"(313, 67%, 69%)"
750,Music,3,30523,4.0,88.0,10000000,18,"(51, 30, 112)",#331e70,"(255, 57%, 28%)","(230, 106, 134)",#e66a86,"(346, 71%, 66%)"
751,Music,12,27809,4.6,75.0,100000,19,"(92, 8, 102)",#5c0866,"(293, 85%, 22%)","(238, 75, 149)",#ee4b95,"(332, 83%, 61%)"
752,Music,12,27809,4.6,75.0,100000,19,"(59, 32, 91)",#3b205b,"(267, 48%, 24%)","(216, 82, 169)",#d852a9,"(321, 63%, 57%)"
753,Music,3,36591,4.5,75.0,500000,20,"(27, 48, 102)",#1b3066,"(223, 57%, 25%)","(208, 215, 228)",#d0d7e4,"(219, 27%, 85%)"
754,Music,3,36591,4.5,75.0,500000,20,"(61, 44, 41)",#3d2c29,"(9, 20%, 20%)","(216, 166, 138)",#d8a68a,"(21, 50%, 69%)"
755,Music,3,127465,4.6,-1.0,1000000,21,"(78, 64, 37)",#4e4025,"(39, 36%, 23%)","(225, 177, 125)",#e1b17d,"(31, 62%, 69%)"
756,Music,3,127465,4.6,-1.0,1000000,21,"(183, 181, 164)",#b7b5a4,"(53, 12%, 68%)","(53, 63, 49)",#353f31,"(102, 12%, 22%)"
757,Music,3,597471,3.7,-1.0,50000000,22,"(74, 41, 33)",#4a2921,"(11, 38%, 21%)","(235, 175, 117)",#ebaf75,"(29, 75%, 69%)"
758,Music,3,597471,3.7,-1.0,50000000,22,"(71, 47, 42)",#472f2a,"(10, 26%, 22%)","(225, 169, 142)",#e1a98e,"(19, 57%, 72%)"
759,Music,3,577456,4.0,71.0,100000000,23,"(54, 11, 91)",#360b5b,"(272, 78%, 20%)","(209, 144, 205)",#d190cd,"(303, 41%, 69%)"
760,Music,3,577456,4.0,71.0,100000000,23,"(12, 19, 92)",#0c135c,"(234, 77%, 20%)","(199, 168, 198)",#c7a8c6,"(301, 22%, 72%)"
761,Music,3,8902,4.3,75.0,100000,24,"(203, 186, 175)",#cbbaaf,"(23, 21%, 74%)","(58, 59, 107)",#3a3b6b,"(238, 30%, 32%)"
762,Music,3,8902,4.3,75.0,100000,24,"(59, 66, 120)",#3b4278,"(233, 34%, 35%)","(222, 222, 233)",#dedee9,"(240, 20%, 89%)"
763,Music,3,1081,4.3,75.0,10000,25,"(95, 36, 35)",#5f2423,"(0, 46%, 25%)","(236, 218, 214)",#ecdad6,"(10, 37%, 88%)"
764,Music,3,1081,4.3,75.0,10000,25,"(202, 84, 36)",#ca5424,"(17, 70%, 47%)","(239, 226, 212)",#efe2d4,"(31, 46%, 88%)"
765,Music,3,5053,4.5,75.0,100000,26,"(76, 49, 59)",#4c313b,"(337, 22%, 25%)","(227, 131, 113)",#e38371,"(9, 67%, 67%)"
766,Music,3,5053,4.5,75.0,100000,26,"(55, 60, 99)",#373c63,"(233, 28%, 30%)","(215, 205, 213)",#d7cdd5,"(311, 11%, 82%)"
767,Music,3,19224,4.0,73.0,1000000,27,"(57, 61, 122)",#393d7a,"(236, 36%, 35%)","(214, 177, 143)",#d6b18f,"(28, 46%, 70%)"
768,Music,3,19224,4.0,73.0,1000000,27,"(72, 35, 84)",#482354,"(285, 41%, 23%)","(229, 144, 168)",#e590a8,"(343, 62%, 73%)"
769,Music,3,247606,3.7,87.0,10000000,29,"(80, 61, 78)",#503d4e,"(306, 13%, 28%)","(220, 194, 163)",#dcc2a3,"(32, 45%, 75%)"
770,Music,3,247606,3.7,87.0,10000000,29,"(206, 109, 87)",#ce6d57,"(11, 55%, 56%)","(28, 20, 39)",#1c1427,"(265, 32%, 12%)"
771,Music,3,23893,4.6,77.0,100000,30,"(70, 71, 67)",#464743,"(75, 3%, 27%)","(195, 191, 197)",#c3bfc5,"(279, 5%, 76%)"
772,Music,3,23893,4.6,77.0,100000,30,"(81, 94, 123)",#515e7b,"(221, 21%, 40%)","(230, 237, 242)",#e6edf2,"(204, 32%, 93%)"
773,Music,3,549201,4.7,-1.0,5000000,31,"(68, 53, 34)",#443522,"(33, 33%, 20%)","(238, 214, 137)",#eed689,"(45, 75%, 74%)"
774,Music,3,549201,4.7,-1.0,5000000,31,"(51, 47, 38)",#332f26,"(41, 15%, 17%)","(192, 180, 155)",#c0b49b,"(40, 23%, 68%)"
775,Music,16,137497,4.2,49.0,10000000,32,"(67, 72, 105)",#434869,"(232, 22%, 34%)","(199, 118, 137)",#c77689,"(345, 42%, 62%)"
776,Music,16,137497,4.2,49.0,10000000,32,"(84, 45, 153)",#542d99,"(261, 55%, 39%)","(224, 160, 208)",#e0a0d0,"(315, 51%, 75%)"
777,Music,3,2804,4.0,75.0,50000,33,"(204, 179, 205)",#ccb3cd,"(297, 21%, 75%)","(52, 34, 101)",#342265,"(256, 50%, 26%)"
778,Music,3,2804,4.0,75.0,50000,33,"(185, 158, 175)",#b99eaf,"(322, 16%, 67%)","(44, 38, 103)",#2c2667,"(245, 46%, 28%)"
779,Music,3,65124,4.5,54.0,10000000,34,"(56, 26, 100)",#381a64,"(264, 59%, 25%)","(193, 141, 198)",#c18dc6,"(294, 33%, 66%)"
780,Music,3,65124,4.5,54.0,10000000,34,"(50, 22, 45)",#32162d,"(310, 39%, 14%)","(220, 151, 51)",#dc9733,"(35, 71%, 53%)"
781,Music,16,7494,4.1,-1.0,1000000,36,"(212, 159, 228)",#d49fe4,"(286, 56%, 76%)","(31, 37, 67)",#1f2543,"(229, 37%, 19%)"
782,Music,16,7494,4.1,-1.0,1000000,36,"(215, 153, 200)",#d799c8,"(314, 44%, 72%)","(49, 57, 99)",#313963,"(230, 34%, 28%)"
783,Music,3,32746,4.4,-1.0,1000000,37,"(56, 51, 62)",#38333e,"(267, 10%, 22%)","(214, 189, 156)",#d6bd9c,"(34, 41%, 73%)"
784,Music,3,32746,4.4,-1.0,1000000,37,"(188, 172, 158)",#bcac9e,"(28, 18%, 68%)","(38, 40, 49)",#262831,"(229, 13%, 17%)"
785,Music,12,59135,4.4,-1.0,1000000,39,"(142, 52, 155)",#8e349b,"(292, 50%, 41%)","(240, 221, 110)",#f0dd6e,"(51, 81%, 69%)"
786,Music,12,59135,4.4,-1.0,1000000,39,"(166, 50, 113)",#a63271,"(327, 54%, 42%)","(247, 217, 119)",#f7d977,"(45, 89%, 72%)"
787,Music,3,245452,4.7,91.0,10000000,40,"(47, 33, 108)",#2f216c,"(251, 53%, 28%)","(207, 154, 192)",#cf9ac0,"(316, 36%, 71%)"
788,Music,3,245452,4.7,91.0,10000000,40,"(49, 54, 119)",#313677,"(235, 42%, 33%)","(209, 190, 214)",#d1bed6,"(287, 23%, 79%)"
789,Music,3,1757,4.1,28.0,10000,41,"(36, 27, 58)",#241b3a,"(257, 36%, 17%)","(242, 237, 221)",#f2eddd,"(45, 45%, 91%)"
790,Music,3,1757,4.1,28.0,10000,41,"(98, 82, 75)",#62524b,"(18, 13%, 34%)","(217, 175, 137)",#d9af89,"(28, 51%, 69%)"
791,Music,3,119423,3.9,66.0,10000000,42,"(120, 31, 59)",#781f3b,"(341, 59%, 30%)","(240, 199, 179)",#f0c7b3,"(19, 67%, 82%)"
792,Music,3,119423,3.9,66.0,10000000,42,"(28, 77, 57)",#1c4d39,"(155, 47%, 21%)","(200, 197, 152)",#c8c598,"(56, 30%, 69%)"
793,Music,3,14532,3.7,64.0,10000000,43,"(84, 180, 230)",#54b4e6,"(200, 74%, 62%)","(13, 83, 199)",#0d53c7,"(217, 88%, 42%)"
794,Music,3,14532,3.7,64.0,10000000,43,"(89, 189, 233)",#59bde9,"(198, 77%, 63%)","(247, 189, 97)",#f7bd61,"(36, 90%, 67%)"
795,Music,3,258264,4.4,35.0,10000000,44,"(15, 43, 125)",#0f2b7d,"(224, 79%, 27%)","(212, 199, 223)",#d4c7df,"(272, 27%, 83%)"
796,Music,3,258264,4.4,35.0,10000000,44,"(146, 29, 90)",#921d5a,"(328, 67%, 34%)","(228, 214, 146)",#e4d692,"(49, 60%, 73%)"
797,Music,3,230318,4.1,65.0,10000000,45,"(44, 50, 51)",#2c3233,"(188, 7%, 19%)","(235, 213, 163)",#ebd5a3,"(41, 64%, 78%)"
798,Music,3,230318,4.1,65.0,10000000,45,"(35, 36, 36)",#232424,"(180, 1%, 14%)","(224, 174, 99)",#e0ae63,"(35, 67%, 63%)"
799,Music,3,331076,4.4,52.0,50000000,46,"(216, 171, 84)",#d8ab54,"(39, 63%, 59%)","(34, 140, 126)",#228c7e,"(172, 61%, 34%)"
800,Music,3,331076,4.4,52.0,50000000,46,"(70, 159, 140)",#469f8c,"(167, 39%, 45%)","(231, 129, 110)",#e7816e,"(9, 72%, 67%)"
801,Music,3,14337,4.2,89.0,1000000,47,"(49, 57, 67)",#313943,"(213, 16%, 23%)","(221, 199, 159)",#ddc79f,"(38, 48%, 75%)"
802,Music,3,14337,4.2,89.0,1000000,47,"(81, 50, 35)",#513223,"(19, 40%, 23%)","(219, 160, 93)",#dba05d,"(31, 64%, 61%)"
803,Music,3,38799,4.2,37.0,1000000,48,"(235, 141, 156)",#eb8d9c,"(350, 70%, 74%)","(26, 19, 18)",#1a1312,"(7, 18%, 9%)"
804,Music,3,38799,4.2,37.0,1000000,48,"(195, 178, 225)",#c3b2e1,"(261, 44%, 79%)","(47, 135, 101)",#2f8765,"(156, 48%, 36%)"
805,Music,3,29587,3.9,3.0,1000000,49,"(14, 61, 18)",#0e3d12,"(125, 63%, 15%)","(15, 209, 21)",#0fd115,"(121, 87%, 44%)"
